id owner collateral collateral-token collateral-type created-at-block-height debt is-liquidated leftover-collateral updated-at-block-height
521 SP3Z5DK1KFP3YFFVPWY4NGQZEJVP3532FYN2A7E63 0 xSTX STX-A 34742 1052731903 True 507836766 64114
523 SP1NRNNBW4696DABH0NYBYJVWTZCMZ4SY17AXXF21 0 xSTX STX-B 34742 36000000 True 8313002 63002
528 SP7QXF69DV4B5TV0GJGJFED2JBRED62BAX24R086 0 STX STX-A 34747 94626 True 0 64065
529 SP3J7YBMV29WQGSBGK6DJY0KBFR5GZGRG381PF1DE 0 STX STX-A 34747 43485 True 16971 63707
531 SP207D4A7XMNGA7JJ34FD724A0NYV7K7MYDWK9T21 5836120988 STX STX-A 34749 0 False 0 112828
536 SP14E544B2FY8BSKTV5V7W8NCRYX2B7NXRQ7B7NJ9 0 xSTX STX-A 34753 2826000000 True 0 63764
537 SP11TS4Y2BGMZMWAYZ6MGM8CPG8VESFG09NV6FXGY 0 STX STX-A 34754 43467 True 16983 63707
544 SP30BTV3905TS3A83CENN271AHZHGM4C3FDZX3JNR 0 xSTX STX-A 34760 229000000 True 0 63002
546 SPSJZC8358HHYP7X1YY0EBPRFDM8Z1KHXB0ACEFJ 0 STX STX-A 34760 21725 True 8495 63706
547 SP3AT1G15CYYD55JT9RCXG6M655AK0RYC8K2NP0B 0 STX STX-A 34760 21725 True 8546 63706
548 SP28QESDAEJ94D43QVFEPS51J7YVB4YW4XH2N66V7 0 STX STX-A 34763 212434049 True 14552943 59739
550 SP1FXCKY6E03H7HYKWX8Z0DGJ54YDK5CQH1EDSAJM 386 STX STX-A 34766 49 False 0 87551
551 SP1J5W1FN3P80XV1YK14BKC6A912WWFGJSW9M92HA 0 xSTX STX-A 34766 573000000 True 0 63002
552 SP4W74WSSGA891H3V34D4STXJGSTTWCRTPFYSKZ0 0 xSTX STX-A 34767 1000000 True 0 63002
553 SP1098AD7T1M40R0CMSAZNWHD194D0T8GPR2NPN7S 0 STX STX-A 34767 21714 True 8541 63706
555 SP1MSJSEH8WT6Z43JQMT67N3CDDGRRA4R30ZGX8YH 0 xSTX STX-A 34768 3585382632 True 0 59617
557 SP1F3ZMTFT45S6PR7Z53TFPF9JHXP0TQJ1RDFRANZ 0 xSTX STX-A 34773 70600000 True 26523405 49841
559 SP1WHCEF60XCC1K5W0B6FDRE5305KXXSHC4D07BK7 0 xSTX STX-A 34775 6306000000 True 0 63002
560 SP1WHCEF60XCC1K5W0B6FDRE5305KXXSHC4D07BK7 0 xSTX STX-A 34775 13000000000 True 0 63002
561 SPJNDBYSGM0Y6TVXDCQFVF7WT3GQ4Y511AVKV7Z2 0 xSTX STX-A 34775 364000000 True 1228033 63002
563 SP1TB6JVWBHWR5RKPW3752V6A650RC0KVRWTH3CYC 0 xSTX STX-A 34776 2500000000 True 0 63002
564 SP1X11HKCJ46PT9GSRS1PRYA53NB1VZ5P2B7KGASE 0 xSTX STX-A 34776 192595897 True 92695431 82832
570 SPD7K15XDVMBHDAKVGX04Y21ESXEC7SWV556PTB9 0 xSTX STX-A 34779 97523361 True 116504446 82855
573 SP2ESTD148ZCBTH37FA20H7H2V8DDCW7S4D95E1C0 0 xSTX STX-A 34782 5000000 True 0 63002
577 SP2FZGK7779FA5S1F4QH2HYGP2S4X4845A1KHBESG 0 xSTX STX-A 34789 50000000 True 0 63002
580 SPD2VZM43WJTTZ6XETC14H3FXJH9H2B1PDQQ4NA2 0 STX STX-B 34792 7709801 True 0 59595
582 SP1B7FFVFHHBCB466DVJR02BQ7PS9TNW02YA29DR3 0 STX STX-B 34793 1 True 0 59650
584 SP3VEF4XJGQPYGVCCY0FVY7XVG3H16N95ZMAM3B5Z 0 xSTX STX-A 34797 40000000 True 10825754 63002
585 SP3JG5564E6GW56ZFQ5G7B8BMQ8H3H292A3JT6AGA 29842868007 STX STX-A 34797 0 False 0 122010
589 SPF2FY4D6XZJPSCHCDY26K2REJMN0FVBEBRESEFS 0 xSTX STX-A 34798 902583820 True 415945850 63002
591 SP04FJ1VBN18JKG1FE6M7RGWPZT3XTPE4SXEC9H 0 xSTX STX-A 34800 12000000 True 11568947 64114
593 SPXY801W2Q2XGSFHWPF2NRDRR17R78SJHRDVBGXJ 0 xSTX STX-A 34803 7454176544 True 6570790537 82832
595 SP32SZMWQ507C9TEYDRMXKXM4N80XBTB3KC821P2P 0 STX STX-A 34804 1000000 True 0 59650
597 SPZJ3XNGW95D5JF83VQVMW27DRE9GRR70GPH36Q4 0 xSTX STX-A 34805 3000000 True 311932 63002
598 SP1PKK6KJPM826D0X6AMCJ63KEH2M456M4T22WAPQ 500000000 STX STX-A 34806 79582545 False 0 82803
601 SP2046VNRGPPTV09HXEBA6EA4JRSFAB4Z90HBCPWD 0 STX STX-A 34811 21668 True 0 63988
602 SP1D55XWNJ6GT7GG218BMXEB8BDZ4EDB1QQFGBVD3 0 STX STX-A 34811 21668 True 0 63988
603 SP18ZWQMEX1K741ZXQ6FZ1J6RMZ4NWNR08YTH8HK4 2556572152 STX STX-A 34811 0 False 0 96349
605 SP14TGZ8M5YVC0SM6NMF01D9JJ21T16A684NGSJ97 0 xSTX STX-A 34812 1888630859 True 0 64172
606 SP1ABF1R3B3KWN87PQWZ44MC5DA0V76ZA2P9PS669 0 STX STX-A 34814 21663 True 0 63988
607 SP11588JNWZC9DE576XCJFACXYXRW72CS9BVJYDHD 0 STX STX-A 34815 21663 True 0 63988
608 SP2387SVTEFW59A7BWJE84V9Y6M9SYEBDPFAQ1XN1 3203358403 STX STX-A 34815 319499006 False 0 59377
611 SP29WC36JKHXYH1E0HSNT1G9PM34X4D2YF67BQQES 0 STX STX-A 34819 21659 True 0 63988
613 SP11Y7C0DBYAPQP7T9N2KVDY83YWTVPW86WBE8F62 0 STX STX-A 34819 21816 True 0 63988
614 SP3J0PD5XMGN1TW1NW6SHRA3B5NM2AYNMV3MXK7K2 0 STX STX-A 34820 21815 True 0 63988
615 SP3BKCV53RH3XBX7NBB50BEZ1PBS54NEJ2G9TN8W1 0 STX STX-A 34821 21813 True 0 63988
616 SP9QNXEAPP9P5CDB5T5P120Q7ZBAWS2YHZ3Q38NH 0 STX STX-A 34823 21810 True 0 63987
617 SP3F26ZFXKZX70E1CB0GSZM4PR13Q3HQVHSA4ZGET 0 STX STX-A 34824 43617 True 0 63987
619 SPGATZ86JD8WNE6CR5H157ERWD3QG10KMY9SDHYH 0 xSTX STX-A 34826 396727531 True 9441908 63002
622 SP3FJQQ0PBB879F3BFDY8PZG5G73D5B2R4SP86H08 0 STX STX-A 34828 21803 True 0 63987
624 SP9HX6K7K89M0K2JRSWYTDA3E5W41EAPHXYK93XE 0 STX STX-A 34828 21803 True 8945 63703
625 SP3SQYB13911D03C1XN4X9Y77CTVRBX8EPXWXN63K 0 STX STX-A 34830 21800 True 8853 63703
626 SP14XNHK0SA1N8RPCTXQJSDT4GPHGEWYH7VQETMQ0 0 xSTX STX-A 34831 13000000 True 1509520 64119
627 SP3SEFGN6PBB3FJQ4XQ5K5NCB07HN8RDGCAS4AC1Q 0 STX STX-A 34833 43590 True 17766 63703
628 SP15W83Y5K9X0H96RGX050GX2YFXVFCZTKAAT00H5 0 xSTX STX-A 34835 760765518 True 0 64168
629 SP7E34QCWBZKMWMAHZJ7GEYYZR10986KAVPPZWYZ 0 xSTX STX-A 34836 376669538 True 0 64171
630 SP1D7H14YMARPB4G7R6SCEGGVGS78G4B3HQCZ43PM 0 xSTX STX-A 34837 2673505005 True 1473850301 63002
631 SP3VB8JXCGQCKR2NP9SE0D4W28TZ2AMF6TBVQ3EQA 0 xSTX STX-A 34838 270000000 True 33219232 63002
634 SP2NC2AQ0S5CNYQNXSQYTKTNK9YQDGPQ2CQ578XVV 0 xSTX STX-A 34839 445523710 True 0 64172
635 SP1XD3FHNYJ6CVD562532KVQ6NVYAR56G0TQMQ429 0 xSTX STX-B 34839 2200000000 True 0 63002
637 SP37WP07K6M2FEBEDB7W97QQ5WVC0JWXQZ94DVCJB 13468001860 STX STX-A 34841 3761894361 False 0 135894
639 SP3H2TDA41FD8MSVE73MHTEF75M4JDF7KR6XAXSZB 0 xSTX STX-A 34844 379156627 True 0 65190
642 SPH315YR93G68PVV7BNWYT7GKG11E1GQZMJYEG2X 0 xSTX STX-A 34848 500000000 True 211904578 64119
645 SP1EJQF3A1K89H19CX0JSXJV93Z5KMGNBS5ZP2249 0 STX STX-A 34854 114110 True 27332 63703
647 SP2132VJK6NHGW73PQSDH0QKY4CMT5BQSZ75XADDF 55000000 STX STX-B 34857 0 False 0 34913
648 SP1CREGBA2EY8YST9FVM3Z7HZKFA286QVKQ9RWJ0Z 0 STX STX-A 34857 43518 True 17752 63703
649 SP140GG9DCG9JFGXE88A2YMZCFBTCRFJQ7MQK1WHX 0 xSTX STX-A 34857 2000000000 True 0 63002
650 SP2X0ZM1XEDJVXSGTBFRD8NZBXE5WFBX6CJVF517H 0 xSTX STX-A 34858 200000000 True 0 63002
651 SP33QWVZAJZJGB5KXSM8MFWWGQDV0S74F8SYSCT0B 0 xSTX STX-A 34858 1000000 True 423810 64119
652 SP7BSGQR7G69XH1W0CWDA849DQY04YBFKN0KZW72 0 STX STX-A 34858 21759 True 8858 63703
653 SP2EVH80XBHCSJFQFQ1KKK9NE42Z5ZZJKGMPNW0C9 1000000 STX STX-A 34859 100000 False 0 34879
660 SP3RZDE0SV2A8PNFXCKX5R32VX9G9YE6P511X0JAP 0 xSTX STX-A 34864 126362815 True 3250390 63002
661 SP30JCCR06VXSZ1M2P4SEPEYWDCC501B3W5CVWMPF 0 STX STX-A 34865 43497 True 17706 63703
662 SP1ENKCWGFTYWVB1TTJ4W5AC0X9EQ2J6FB75D27TS 0 STX STX-A 34866 21747 True 8889 63703
663 SP236Z1P0TEG4F7AHN8PSMSA9A4EMEQX6R9YD3V32 0 STX STX-A 34867 21746 True 8875 63703
664 SPDX1P8WYK71NYQQ82BDVDPKM07ZXA6PF2XKTC4W 0 STX STX-A 34868 43488 True 17729 63703
667 SP3VQ781F0WE531CJ4Y9KN8D84XVX5WNKXDAY3JYB 0 xSTX STX-B 34879 500000000 True 0 63002
668 SP2T7A953BFDW6B5QTW6STGX9YPWSJ9FKHN675D6P 0 STX STX-A 34880 22121 True 12493 63703
670 SP3VCX5NFQ8VCHFS9M6N40ZJNVTRT4HZ62WFH5C4Q 133439809 STX STX-A 34882 11841437 False 0 127640
671 SP3H020MRYJFPDD808CGB9R6ZZYZCCS8AXNGMYJVF 0 STX STX-A 34882 22118 True 12500 63703
674 SP4KEPXSSM3WH36N3526QQHMP79XG39JMJY1F0N1 0 STX STX-A 34883 22116 True 12438 63703
675 SP2BEBDJYKG9QVMF87QEFZMATRBV9ME2ACFA5AY1R 0 xSTX STX-A 34886 689738764 True 303203892 63002
677 SP3T23YN6MBF44YNV910FD8JNMN1NZYGKG3MMZ73X 0 xSTX STX-A 34886 1000000 True 423810 64122
678 SP3T23YN6MBF44YNV910FD8JNMN1NZYGKG3MMZ73X 0 xSTX STX-A 34886 2000000 True 0 63002
681 SP1R0XPMJGNPZJKJFC056C3D0GFD8VSTQB0PBEJ7B 0 STX STX-A 34892 1806281993 True 0 120926
683 SP2BEBDJYKG9QVMF87QEFZMATRBV9ME2ACFA5AY1R 0 xSTX STX-B 34901 650000000 True 0 59595
684 SP36WZAANJF0DBV7D7487SMAX8TJ1EEGKMTX1ZRV6 0 xSTX STX-A 34905 332295000 True 27199640 63002
686 SP35EF0EJV62BWBZRE1GT6XN1TSVN1H9MC2DEVP0F 0 STX STX-A 34909 22077 True 12458 63703
688 SPS8MTYCK7KJV6CB69JRJKSQMA1MSNKZKV6TE4Q1 0 STX STX-A 34909 22077 True 12406 63703
690 SPN3RFQPYPQQPF03M92KM2R666VWR6A9DKZJ849V 0 STX STX-A 34909 315692 True 102336 57679
691 SP2EGR0Y7VTAEJG9ARS4QGRB6EG75257GMD69NB5G 0 STX STX-A 34909 22077 True 12422 63703
693 SP1RB9PE9EJ86BSPVC1TSMMED7XGCHRM486DKDN06 0 STX STX-A 34909 22079 True 12434 63703
694 SP2NQDTN4KNFPSRJB35Y2E0FHH6HBF9YTJQ3002XG 0 STX STX-A 34910 5000000 True 0 59650
698 SP1JBVFTXHFX7DGANQ7YKNVKQ6VZZ30W3M82X1MAN 0 xSTX STX-A 34918 408270676 True 25418658 63002
701 SP14E544B2FY8BSKTV5V7W8NCRYX2B7NXRQ7B7NJ9 0 xSTX STX-A 34922 798000000 True 0 63764
709 SP140C7442MG8F1651WF03K0GN0TA4WTY50A7P7VX 0 xSTX STX-A 34935 54000000 True 6643847 63002
711 SP1XD3FHNYJ6CVD562532KVQ6NVYAR56G0TQMQ429 0 xSTX STX-B 34938 650000000 True 0 63002
713 SP7X8T87XSFX39FCCE9E6W88NC91G009TXQZ4DC8 0 STX STX-A 34940 54000000 True 9473180 59615
714 SP34M6R04MS19EW426W4PH9663942TRR21YYQE5KY 0 xSTX STX-A 34941 1092392817 True 278609687 63008
716 SP2YPHY53YRNDVA46QEXTA0WHAQ01W1TCF4PGSJPT 0 STX STX-A 34941 22031 True 9474 63943
718 SP1SXPYG8A25RQVKHJ4TR5MHEW4ZB9AQ5P35PJPWT 0 xSTX STX-B 34944 233000000 True 67663564 63008
722 SPTZMQZTKDWQ4MX6AJMR3VSY4C5BESHWSAF9NB56 0 STX STX-A 34944 44052 True 18817 63943
723 SP32QDJRBEBT2JKFYMBNC667VWVD1WMQEVAAW2F9G 0 STX STX-A 34944 22026 True 9458 63942
727 SP322K5ZGHBZ4ZH72FQP6VQA1CETZ8CJRF983AESN 0 STX STX-A 34947 22022 True 9396 63942
728 SP202NP66G7XZK1KJ5V1J7YV4H6DZM91ZRMX3C31C 0 STX STX-A 34947 22022 True 9471 63942
729 SP2GV4C3CQ77V6EN49E1N1N439RPKNEDKR93QGD98 0 STX STX-A 34947 22023 True 9484 63942
730 SP11ETHNJKZRF8N4VMMK62FM322HKVQPRAN8JM1R6 100360669 STX STX-A 34949 0 False 0 41606
731 SP2NFZ7DM6J11RBNJRFVTSXSF0EP8KCZM45W8MECW 0 STX STX-A 34949 22020 True 9410 63942
732 SP2FHZCB4BWX89EE1V1Q4YZMF77ASX0GBCG13ZQM0 0 xSTX STX-A 34951 179650450 True 18417130 63008
734 SPKEERKSX4E5HKFBF1ZDTNED894WZF9SC5JX7CX6 0 STX STX-A 34953 22014 True 9397 63942
735 SP1ZNREA926EJSED1PRJEJ8YSBPDNSQQQ7W76PBK7 0 STX STX-A 34955 22019 True 9397 63942
739 SPY90FYQ9SNEG6ZGZ5CMF3G5S7EHGEMQZCZX7BP0 0 STX STX-A 34958 22014 True 9479 63942
740 SP209BJGKZ9FN01TS54MZW7TT8CNTASW2FWGPDV55 0 STX STX-A 34958 22014 True 9413 63942
741 SP1Z2X5NMCBSDHT6VHA63BZQG8BXY19TY30DT72TG 0 STX STX-A 34958 22014 True 9449 63942
742 SP2GARQT5R8ENJYYZPCCFMCZA420HR809FX7C6QDJ 0 STX STX-A 34959 22014 True 9397 63942
743 SP19HEA9K1C88HFD6FH02C6XEFQZNZERD1CXRF14D 0 xSTX STX-A 34964 50000000 True 0 63008
744 SP2QV18K6HB5NBE2RWHKH1HY2A3HKJ4NVW7KYN2SY 891834833 STX STX-A 34965 0 False 0 102455
746 SPJARWKX1RWBCRTSAN3R026ET3AJXMN128V2ACHG 0 xSTX STX-B 34968 34056800 True 5866342 49841
748 SP1JQ78JZA5979350ZQKBHZY79P903QKRKMHR7BCR 0 xSTX STX-A 34968 53512900 True 5485954 63008
752 SP25Q443ZQ7QV539NH8Z0JAQA5AD40TYSXDKXADCQ 0 xSTX STX-A 34979 9000000 True 1440642 63008
763 SPEGNXRZ764RT6EWQVMFGZ7AR4Z6PV8VJ008QN99 0 xSTX STX-A 34997 382000000 True 39591654 63008
766 SPV00QHST52GD7D0SEWV3R5N04RD4Q1PMA3TE2MP 0 xSTX STX-A 35000 33530969 True 13617825 64133
767 SP2G962KFNJGXDN3M5KC1SB06BQAHZ9ESM5JX201H 0 STX STX-A 35000 1000000 True 0 59648
770 SP1Z2ZBDTPWKB0W2NWN96N8BBNMCVS8804BAXQG62 0 STX STX-A 35006 43899 True 18817 63942
772 SP1T7W0076597AGX9A2RJRX033NTTAS9W4CQ7QHBX 0 STX STX-A 35007 21948 True 9446 63942
777 SP1E4RB2PRM9SNN8M4V6C6K7DG55DM722DJ0AQWS8 5160960632 STX STX-B 35014 0 False 0 59452
778 SP2G8V5G9CAQ73XMX56VENNTHH7QNZRPR55YMAYBY 0 xSTX STX-A 35015 1801000000 True 293569251 63008
780 SP2GECXN2APY12P4NYXRZHDMQGHNP13YZRZXJY561 0 xSTX STX-A 35015 51963887 True 10163915 63008
781 SP2DKG1KGD123PBXG8HMC9WGFS82E6FFDKX5KK2F1 0 STX STX-A 35016 21935 True 9455 63942
782 SP3ZSB9X1WA3VRJKN9B4W5KW47EDW36EJAMYMX615 0 STX STX-A 35016 43869 True 18798 63942
784 SPJNDBYSGM0Y6TVXDCQFVF7WT3GQ4Y511AVKV7Z2 0 xSTX STX-B 35018 2249000000 True 618127592 63008
785 SP3B1MKY2GG9EWPHQ0NXF73QSGVWXMGPMEXV36248 0 STX STX-A 35018 21932 True 9398 63942
787 SP2FHZCB4BWX89EE1V1Q4YZMF77ASX0GBCG13ZQM0 0 xSTX STX-A 35019 153000000 True 16490898 63008
788 SP3P8X7VY45Y9T21FNAJAG95H8ADE2MB00TCKRAXB 0 STX STX-A 35020 27000000 True 3321924 59613
791 SP2G8V5G9CAQ73XMX56VENNTHH7QNZRPR55YMAYBY 0 xSTX STX-A 35021 464000000 True 75404511 63008
794 SPYK7WJCM4PMCEH4CCM4FHA3RTG946QKJBNN5553 0 xSTX STX-A 35026 4695449970 True 1626143334 63008
795 SP3P8X7VY45Y9T21FNAJAG95H8ADE2MB00TCKRAXB 50000000 STX STX-B 35028 0 False 0 40261
798 SPHFHDC26X93NX0R8R4YE747TCTBXJ8BVMV591VR 0 STX STX-A 35028 22067 True 10957 63942
799 SP1DKNN4M9A6H22HVWB50X2YZAVVWM2TSM7ZPPGQ2 0 STX STX-A 35028 22067 True 10924 63942
800 SP36X9NHRYE4G92VP3CTA11X8BWY683H4WDNFRFXS 0 STX STX-A 35028 22067 True 10876 63942
801 SPKJ2SJQ8QV9RFA2JJB9ZX05DK3S5TWY4ZYZCFYX 0 STX STX-A 35028 22067 True 10906 63942
802 SP2TG524TRXDS16NBCY6RG0PXN2HH4CZPKAT1BCT8 0 xSTX STX-A 35028 3000000 True 2190309 64133
803 SP24EZHQVR7PTXRG0P8PQ1ZPRWH7H6HJ8RDAZFNZ4 0 STX STX-A 35028 22067 True 10957 63942
805 SP3NZBJSWNA5BT8PX4C1YB5SPX7XCKKWTTJNQ9ZSH 0 xSTX STX-B 35030 40771733 True 9920175 63009
806 SP3NZBJSWNA5BT8PX4C1YB5SPX7XCKKWTTJNQ9ZSH 0 xSTX STX-B 35030 5000000 True 0 63009
807 SP36CEXSQ1FAT63Y821VM9NP227QZKFWG94Z3ZT4T 0 xSTX STX-A 35030 44000000 True 5932023 63009
809 SP3NZBJSWNA5BT8PX4C1YB5SPX7XCKKWTTJNQ9ZSH 0 xSTX STX-A 35031 4000000 True 0 63009
810 SP2EVH80XBHCSJFQFQ1KKK9NE42Z5ZZJKGMPNW0C9 1000000 STX STX-A 35031 100000 False 0 46274
813 SP2M51D1DTWR3ARWSD3TDKYN3W5T7FE1QN9YZV3G6 30000000 STX STX-B 35034 1000000 False 0 35133
814 SP35GASMB3XN98MHCDKR7SVK8TP2SQPEJEX877D73 0 STX STX-A 35034 22058 True 10953 63942
815 SP3RPJF4RXQP8V1A2786W4N9PH1DMK0N2WSSCPXNP 802253633 STX STX-A 35034 0 False 0 63042
819 SP1N5V0B9QF2QRTSDQVTKQ6X7PK7EVHXYT401GF3C 0 xSTX STX-A 35037 25000000 True 18861032 64189
822 SP1HHSDYJ0SGAM6K2W01ZF5K7AJFKWMJNH365ZWS9 0 xSTX STX-A 35042 404065083 True 0 120926
825 SP2A2PRP42YGGJPRC59MJ44JM8ZFCNCNZSCGKW3QS 0 xSTX STX-B 35046 300000000 True 0 63011
826 SP399W7Z9WS0GMSNQGJGME5JADNKN56R65RC2E8B9 0 xSTX STX-A 35047 100000000 True 0 63011
831 SP12C6V7SMTTM4DK87FX4FDAA9WPCV7P83EP4EMD1 8134130889 STX STX-A 35058 0 False 0 100111
835 SPS41XCN6RWAWA77K2QKWHPQ9XGTSP1CDKZ3ZWHS 0 xSTX STX-A 35066 135000000 True 22593263 63011
842 SPT2X3Q9V7R8N071ZKMGE5B26X47WC2GGC53A4FE 0 xSTX STX-A 35071 4000000 True 0 63011
843 SP3N6477YFKEGTNSADKNDGM4P8HQP16WF5BY008FV 0 STX STX-A 35072 22001 True 10855 63941
844 SP335ZC3W6M308ZKTSCCBMR54GWA20RSXCKJPZC59 192000000000 STX STX-B 35073 66543510732 False 0 134896
845 SP25P3EMKHPCS2FV76MVFE18AMZM5Y4Z6XEVXCHTM 0 STX STX-A 35074 21998 True 3216 64059
846 SP3EE6RY8YC69FG6B8VGQKWZ7RATZZF50XQKAT6KV 0 STX STX-A 35075 21996 True 3453 64059
849 SP2T3TZZJ6T85KZ0DD3EP1VFYN3163S64XWQJ336C 0 STX STX-B 35080 66913 True 0 59613
852 SP2HTJ0Q14G2YKQH736PBVKAMFQKMWE57X08TEA8X 0 STX STX-A 35082 21986 True 10889 63940
855 SP1D4KV1PYZB92DN6WTZZP39HPDABR4ZBSMF6N5Q7 0 STX STX-A 35086 21980 True 10924 63940
856 SP1X4J3MV14S8JJMJSGHF2BEE4Z4S2JV8F55CMJN8 0 STX STX-A 35088 21977 True 10900 63940
857 SP24GQGWVJ2J7F42E3TZMVACQX896RKK3Z1V9HXZK 0 xSTX STX-A 35088 27000000 True 3321924 63011
858 SP381G5RHTPWJC7XS918X5MGD89HN744P564G8B0T 1545278656 STX STX-A 35089 9869711 False 0 132631
861 SP2QS5AZ7C14DW550P37GTPE0R8QS3X0SE0PAPRNK 0 STX STX-A 35090 43947 True 21743 63940
865 SP1MVN4WTAEA9AMNJT7QCAFXMQ1A9EBN58Y5FE2NE 0 xSTX STX-A 35094 20000000 True 2163541 63011
867 SP2KB34T2ZCX7F6TW3MTM5FZ2738WABWRVZFY7N1J 308310885 STX STX-A 35097 5682310 False 0 132778
868 SP372DM2AA7P9NK57E8AY36SABF7NVQ1J3Y21FM6D 0 STX STX-A 35097 21965 True 10873 63940
869 SP2XFJN4A315QNCYAVPXXTT4ZSDBZRNK835BYQMPZ 0 xSTX STX-A 35098 546000000 True 119764249 63011
870 SP1B90JH4QQGC9QNAY0MNK4H10Y8AGAG4B8ZNFYMZ 0 STX STX-A 35102 21957 True 10883 63940
873 SP1CXDQR133G73DD3QPDMK5MQWHRC6Z0YMN80HR99 0 STX STX-A 35105 13073456 True 3144444 59746
874 SP2KQN92ME0P6ZNMDZC8JGPTWD3V120TQYPKKV12H 4092506 STX STX-A 35106 0 False 0 82294
876 SPH7P46DMTTFNSHDD33N6G8GFE1MQB2R0QW176B1 0 xSTX STX-A 35106 1288806032 True 0 120640
878 SP38B866QTRR7PEZ4TKA0BQ1ZVQR5PFXC7GQ8TA43 0 xSTX STX-A 35110 515086909 True 39718695 64134
879 SPW5G28D81QXNMCDM96XZVH87HBD1Y6Q3PPCS4GK 0 STX STX-A 35112 21942 True 10865 63940
881 SP16FQVRXF0E4YQF09D08NQDMG1D15C7ZMDD7S6EV 0 STX STX-A 35113 21942 True 10832 63940
882 SPQH1F2WVJN92B0JK8Q036E9HV3NT30VX8S2EVQM 4000000 STX STX-B 35115 0 False 0 43762
884 SP32M78XH97ZJDJF95E7RGXKXH2QCMQ6JFDF1XZ7F 0 xSTX STX-B 35116 28584872595 True 4837440289 64134
886 SP1YRN3TZF2JAT9SZB8HTTV4G3K007YDM2GDX50Z7 0 STX STX-A 35122 43857 True 21655 63940
888 SP1EJQF3A1K89H19CX0JSXJV93Z5KMGNBS5ZP2249 0 STX STX-A 35126 100251 True 22810 63702
890 SPNPER203K27EP5K9HQKQDTFZBCKSEH44DMBQNWM 0 xSTX STX-A 35130 50000000 True 2908851 63011
892 SP30X26Z7Z1R9YJ6QEHQZ5GPG9EV4MG2KFAESYK8Z 0 xSTX STX-A 35131 1000000 True 58178 63011
893 SP2C8EV5DNAB2H9JE71GHH60503FNJWTXKBRQP4HS 0 xSTX STX-A 35134 70628600 True 0 65591
898 SP38B866QTRR7PEZ4TKA0BQ1ZVQR5PFXC7GQ8TA43 0 STX STX-B 35139 208769404 True 0 120655
899 SP1QVGHAGCX3J8BQ8F1F2EAPABRP49C7H1PMQPBBG 0 STX STX-A 35144 21897 True 10813 63940
902 SP2SPC04MGP0R90X943EKQAFK7QMJPEKMW92N8T39 0 xSTX STX-A 35150 4956739186 True 2822290106 82832
903 SPEJEG71DNFTDBJESR9291FRS4KF93YG3G5CZ1S5 0 xSTX STX-A 35150 1129000000 True 183229071 63011
904 SP7X8T87XSFX39FCCE9E6W88NC91G009TXQZ4DC8 0 xSTX STX-B 35151 75000000 True 21236424 63011
905 SPX0YTYZ0TPRFWFH4230ZV1DP7ENV1D0ECPBN18B 0 STX STX-A 35154 43764 True 21659 63940
907 SP2SWNHT2Z548J90EY7M5QCW1GXSZ0PH0CR954SXB 0 xSTX STX-A 35155 115027100 True 89188626 64134
911 SP32SRPYW7S8CW5WE488CVPCE5YD8DYNWYW60GTBJ 0 xSTX STX-A 35161 33331749 True 0 64162
918 SP20T2Y5FEBRR6D42RG109CB7VJ0BGCMT9BY3K2VF 0 STX STX-B 35170 1000000 True 0 59643
919 SP20NZZ0ZBAWN69Y82ABT140DS8DBG43H4YR7B5F 0 xSTX STX-A 35170 26000000 True 2349055 63011
920 SPEJEG71DNFTDBJESR9291FRS4KF93YG3G5CZ1S5 0 xSTX STX-B 35172 1303000000 True 356852656 63011
922 SP1XD3FHNYJ6CVD562532KVQ6NVYAR56G0TQMQ429 0 xSTX STX-B 35173 4000000 True 0 63011
924 SPWCK6HRFKGJ5F8A9VRENYHYCJ7WFNGN7PNJS9AT 0 xSTX STX-A 35177 150000000 True 8726553 63011
935 SP2P5W3FWFY2ZDQXDHJEYYBW4XMQ6HKFXW850R2T6 188883905 STX STX-A 35188 43054753 False 0 123611
937 SP1D1E5QDFP1QSKP8RERNM9524DETS8589W08RHYE 0 STX STX-B 35191 39 True 4 59613
939 SP4HRBY7QMDRJWWTDWR23D5P24MGKB3ZWYNHG0VY 150000000 STX STX-B 35192 0 False 0 41045
940 SP3RBA1QKQCQYDSN7EF4V9M1Z038PZ17ZZEK3DRVW 5981397078 STX STX-A 35192 599254009 False 0 133112
943 SP1WN14EFH3AENCE7P79KS9E9FZ6QH4TNCPE1163 0 xSTX STX-A 35194 26000000 True 3050741 63011
944 SP4HRBY7QMDRJWWTDWR23D5P24MGKB3ZWYNHG0VY 650000000 STX STX-B 35196 0 False 0 41044
946 SP3YMA76EEMEJF84G4DVQ5DDTZVTFWNXSEZSEZEKJ 2398493 STX STX-A 35196 596500 False 0 119690
947 SP3RTGVE6VBZB8YEGQKM5W0PWVV88T9FTZQ3S714Q 0 xSTX STX-A 35196 9000000 True 7570925 64134
948 SP248HH800501WYSG7Z2SS1ZWHQW1GGH85ME34NT2 114760904 STX STX-A 35198 3803011 False 0 128128
953 SP2VHY30GZYGHDR0BBF6VFHGT5SG0VFX6TJB62QPV 0 xSTX STX-A 35204 250000000 True 182525669 64134
954 SPJWDXP3D1GTV6RAS88WM4FY1AQXR5K5Z63CM9GG 1046876536 STX STX-A 35209 187916784 False 0 135853
